,Name,Title,Pay,Exercised,Year Born,Company Name,Yahoo Finance Code,Sector(s),Industry,Full Time Exployees,Company Address,Company Country,Company Phone,Company Website
102,Mr. Stanley Graham Chapman III,Exec. VP and Pres of U.S. & Mexico Natural Gas Pipelines,1.34M,1.55M,1966,TC Energy Corporation,TRP,Energy,Oil & Gas Midstream,"7,283","450 - 1 Street SW Calgary, AB T2P 5H1",Canada,N/A,http://www.tcenergy.com
103,Ms. Tracy A. Robinson,"Exec. VP, Pres of Canadian Natural Gas Pipelines & Pres Coastal Gas Link",965.37k,N/A,1964,TC Energy Corporation,TRP,Energy,Oil & Gas Midstream,"7,283","450 - 1 Street SW Calgary, AB T2P 5H1",Canada,N/A,http://www.tcenergy.com
104,Mr. Joel E. Hunter,Exec. VP & CFO,N/A,N/A,1967,TC Energy Corporation,TRP,Energy,Oil & Gas Midstream,"7,283","450 - 1 Street SW Calgary, AB T2P 5H1",Canada,N/A,http://www.tcenergy.com
105,Mr. David  Moneta,VP of Investor Relations & Financial Communications,N/A,N/A,N/A,TC Energy Corporation,TRP,Energy,Oil & Gas Midstream,"7,283","450 - 1 Street SW Calgary, AB T2P 5H1",Canada,N/A,http://www.tcenergy.com
106,Mr. Patrick M. Keys,"EVP of Stakeholder Relations, Gen. Counsel, Chief Compliance & Sustainability Officer",N/A,N/A,N/A,TC Energy Corporation,TRP,Energy,Oil & Gas Midstream,"7,283","450 - 1 Street SW Calgary, AB T2P 5H1",Canada,N/A,http://www.tcenergy.com
107,"Mr. Bevin Mark Wirzba M.B.A., MBA, P.Eng.",Exec. VP of Strategy & Corp. Devel. and Pres of Liquids Pipelines,N/A,N/A,N/A,TC Energy Corporation,TRP,Energy,Oil & Gas Midstream,"7,283","450 - 1 Street SW Calgary, AB T2P 5H1",Canada,N/A,http://www.tcenergy.com
108,Mr. Shawn L. Patterson,Sr. VP of Operations - U.S. Natural Gas Pipelines,N/A,N/A,1974,TC Energy Corporation,TRP,Energy,Oil & Gas Midstream,"7,283","450 - 1 Street SW Calgary, AB T2P 5H1",Canada,N/A,http://www.tcenergy.com
109,Ms. Leslie C. Kass,Exec. VP of Technical Centre,N/A,N/A,1971,TC Energy Corporation,TRP,Energy,Oil & Gas Midstream,"7,283","450 - 1 Street SW Calgary, AB T2P 5H1",Canada,N/A,http://www.tcenergy.com
110,Mr. Keith E. Creel,"CEO, Pres & Director",4.27M,10.46M,1969,Canadian Pacific Railway Limited,CP,Industrials,Railroads,"12,709","7550 Ogden Dale Road SE Calgary, AB T2C 4X9",Canada,403 319 7000,http://www.cpr.ca
111,Mr. Nadeem S. Velani,Exec. VP & CFO,1.71M,1.18M,1973,Canadian Pacific Railway Limited,CP,Industrials,Railroads,"12,709","7550 Ogden Dale Road SE Calgary, AB T2C 4X9",Canada,403 319 7000,http://www.cpr.ca
112,Mr. Mark A. Redd,Exec. VP of Operations,1.21M,672.31k,1971,Canadian Pacific Railway Limited,CP,Industrials,Railroads,"12,709","7550 Ogden Dale Road SE Calgary, AB T2C 4X9",Canada,403 319 7000,http://www.cpr.ca
113,Mr. Jeffrey J. Ellis,Chief Legal Officer & Corp. Sec.,972.66k,684.15k,1968,Canadian Pacific Railway Limited,CP,Industrials,Railroads,"12,709","7550 Ogden Dale Road SE Calgary, AB T2C 4X9",Canada,403 319 7000,http://www.cpr.ca
114,Mr. John Kenneth Brooks,Exec. VP & Chief Marketing Officer,1.59M,2.26M,1971,Canadian Pacific Railway Limited,CP,Industrials,Railroads,"12,709","7550 Ogden Dale Road SE Calgary, AB T2C 4X9",Canada,403 319 7000,http://www.cpr.ca
115,Mr. Ian Robert-Raymond Gray,VP of Financial Planning & Accounting,N/A,N/A,N/A,Canadian Pacific Railway Limited,CP,Industrials,Railroads,"12,709","7550 Ogden Dale Road SE Calgary, AB T2C 4X9",Canada,403 319 7000,http://www.cpr.ca
116,Ms. Pamela Lynne Arpin,Vice-Pres & Chief Information Officer,N/A,N/A,N/A,Canadian Pacific Railway Limited,CP,Industrials,Railroads,"12,709","7550 Ogden Dale Road SE Calgary, AB T2C 4X9",Canada,403 319 7000,http://www.cpr.ca
117,Chris  de Bruyn,Managing Director of Investor Relations & Treasury,N/A,N/A,N/A,Canadian Pacific Railway Limited,CP,Industrials,Railroads,"12,709","7550 Ogden Dale Road SE Calgary, AB T2C 4X9",Canada,403 319 7000,http://www.cpr.ca
118,Mr. Chad  Rolstad,VP of HR & Chief Culture Officer,N/A,N/A,1977,Canadian Pacific Railway Limited,CP,Industrials,Railroads,"12,709","7550 Ogden Dale Road SE Calgary, AB T2C 4X9",Canada,403 319 7000,http://www.cpr.ca
119,Mr. Stanley Scott MacDonald,"Sr. Vice-Pres of Engineering, Mechanical & Procurement",N/A,N/A,N/A,Canadian Pacific Railway Limited,CP,Industrials,Railroads,"12,709","7550 Ogden Dale Road SE Calgary, AB T2C 4X9",Canada,403 319 7000,http://www.cpr.ca
120,Mr. Norman Murray Edwards O.C.,Exec. Chairman,7.22M,N/A,1960,Canadian Natural Resources Limited,CNQ,Energy,Oil & Gas E&P,,"2100, 855-2nd Street SW Calgary, AB T2P 4J8",Canada,403 517 7345,http://www.cnrl.com
121,Mr. Timothy Shawn McKay,Pres & Director,3.94M,N/A,1962,Canadian Natural Resources Limited,CNQ,Energy,Oil & Gas E&P,,"2100, 855-2nd Street SW Calgary, AB T2P 4J8",Canada,403 517 7345,http://www.cnrl.com
122,Mr. Mark A. Stainthorpe C.F.A.,CFO & Sr. VP of Fin.,1.21M,N/A,1978,Canadian Natural Resources Limited,CNQ,Energy,Oil & Gas E&P,,"2100, 855-2nd Street SW Calgary, AB T2P 4J8",Canada,403 517 7345,http://www.cnrl.com
123,Mr. Scott G. Stauth,Chief Operating Officer of Oil Sands,1.7M,N/A,1966,Canadian Natural Resources Limited,CNQ,Energy,Oil & Gas E&P,,"2100, 855-2nd Street SW Calgary, AB T2P 4J8",Canada,403 517 7345,http://www.cnrl.com
124,Mr. Darren M. Fichter,Chief Operating Officer of Exploration & Production,1.51M,N/A,1971,Canadian Natural Resources Limited,CNQ,Energy,Oil & Gas E&P,,"2100, 855-2nd Street SW Calgary, AB T2P 4J8",Canada,403 517 7345,http://www.cnrl.com
125,Mr. Ronald Dae Jung  Kim C.A.,Principal Accounting Officer & VP of Fin.,N/A,N/A,N/A,Canadian Natural Resources Limited,CNQ,Energy,Oil & Gas E&P,,"2100, 855-2nd Street SW Calgary, AB T2P 4J8",Canada,403 517 7345,http://www.cnrl.com
126,Mr. Joy P. Romero,Vice-Pres of Technology & Innovation,N/A,N/A,1957,Canadian Natural Resources Limited,CNQ,Energy,Oil & Gas E&P,,"2100, 855-2nd Street SW Calgary, AB T2P 4J8",Canada,403 517 7345,http://www.cnrl.com
127,Mr. Stephen C. Suche,Vice-Pres of Information & Corp. Services,N/A,N/A,1960,Canadian Natural Resources Limited,CNQ,Energy,Oil & Gas E&P,,"2100, 855-2nd Street SW Calgary, AB T2P 4J8",Canada,403 517 7345,http://www.cnrl.com
128,Paul M. Mendes,"VP of Legal, Gen. Counsel & Corp. Sec.",N/A,N/A,1966,Canadian Natural Resources Limited,CNQ,Energy,Oil & Gas E&P,,"2100, 855-2nd Street SW Calgary, AB T2P 4J8",Canada,403 517 7345,http://www.cnrl.com
129,Mr. Ronald Keith Laing,Sr. Vice-Pres of Corp. Devel. & Land,N/A,N/A,1970,Canadian Natural Resources Limited,CNQ,Energy,Oil & Gas E&P,,"2100, 855-2nd Street SW Calgary, AB T2P 4J8",Canada,403 517 7345,http://www.cnrl.com
130,Mr. Mirko  Bibic,"CEO, Pres & Director",2.52M,N/A,1968,BCE Inc.,BCE,Communication Services,Telecom Services,"50,704","Building A 4th Floor 1 Carrefour Alexander-Graham-Bell Verdun, QC H3E 3B3",Canada,800 339 6353,http://www.bce.ca
131,Mr. Glen  LeBlanc FCMA,Exec. VP & CFO,1.06M,N/A,1968,BCE Inc.,BCE,Communication Services,Telecom Services,"50,704","Building A 4th Floor 1 Carrefour Alexander-Graham-Bell Verdun, QC H3E 3B3",Canada,800 339 6353,http://www.bce.ca
132,Mr. Wade  Oosterman,Pres of Bell Media & Vice Chair,1.4M,N/A,1961,BCE Inc.,BCE,Communication Services,Telecom Services,"50,704","Building A 4th Floor 1 Carrefour Alexander-Graham-Bell Verdun, QC H3E 3B3",Canada,800 339 6353,http://www.bce.ca
133,Mr. Blaik  Kirby,"Group Pres of Mobility, Residential & Small Bus.",1.17M,N/A,N/A,BCE Inc.,BCE,Communication Services,Telecom Services,"50,704","Building A 4th Floor 1 Carrefour Alexander-Graham-Bell Verdun, QC H3E 3B3",Canada,800 339 6353,http://www.bce.ca
134,Mr. John  Watson,Group Pres of Customer Experience at Bell Canada,1.18M,N/A,1964,BCE Inc.,BCE,Communication Services,Telecom Services,"50,704","Building A 4th Floor 1 Carrefour Alexander-Graham-Bell Verdun, QC H3E 3B3",Canada,800 339 6353,http://www.bce.ca
135,Thane  Fotopoulos,VP of Investor Relations,N/A,N/A,N/A,BCE Inc.,BCE,Communication Services,Telecom Services,"50,704","Building A 4th Floor 1 Carrefour Alexander-Graham-Bell Verdun, QC H3E 3B3",Canada,800 339 6353,http://www.bce.ca
136,Mr. Robert  Malcolmson,Exec. VP and Chief Legal & Regulatory Officer,N/A,N/A,N/A,BCE Inc.,BCE,Communication Services,Telecom Services,"50,704","Building A 4th Floor 1 Carrefour Alexander-Graham-Bell Verdun, QC H3E 3B3",Canada,800 339 6353,http://www.bce.ca
137,Mr. Bernard J. Le Duc,Chief HR Officer & Exec. VP of Corp. Services,N/A,N/A,1965,BCE Inc.,BCE,Communication Services,Telecom Services,"50,704","Building A 4th Floor 1 Carrefour Alexander-Graham-Bell Verdun, QC H3E 3B3",Canada,800 339 6353,http://www.bce.ca
138,Mr. Thomas  Little,Pres of Bell Bus. Markets - Bell Canada,N/A,N/A,N/A,BCE Inc.,BCE,Communication Services,Telecom Services,"50,704","Building A 4th Floor 1 Carrefour Alexander-Graham-Bell Verdun, QC H3E 3B3",Canada,800 339 6353,http://www.bce.ca
139,Mr. Stephen Guy Howe,Exec. VP & CTO of Bell Canada,N/A,N/A,N/A,BCE Inc.,BCE,Communication Services,Telecom Services,"50,704","Building A 4th Floor 1 Carrefour Alexander-Graham-Bell Verdun, QC H3E 3B3",Canada,800 339 6353,http://www.bce.ca
140,Mr. Thomas Ronald Palmer,"Pres, CEO & Director",3.94M,N/A,1968,Newmont Corporation,NGT.TO,Basic Materials,Gold,"14,300","6900 East Layton Avenue Suite 700 Denver, CO 80237",United States,303-863-7414,http://www.newmont.com
141,Ms. Nancy K. Buese CPA,Exec. VP & CFO,1.69M,N/A,1970,Newmont Corporation,NGT.TO,Basic Materials,Gold,"14,300","6900 East Layton Avenue Suite 700 Denver, CO 80237",United States,303-863-7414,http://www.newmont.com
142,Mr. Robert D. Atkinson,Exec. VP & COO,1.89M,N/A,1971,Newmont Corporation,NGT.TO,Basic Materials,Gold,"14,300","6900 East Layton Avenue Suite 700 Denver, CO 80237",United States,303-863-7414,http://www.newmont.com
143,Mr. Stephen P. Gottesfeld,Exec. VP and Chief Sustainability & External Affairs Officer,1.18M,97.65k,1968,Newmont Corporation,NGT.TO,Basic Materials,Gold,"14,300","6900 East Layton Avenue Suite 700 Denver, CO 80237",United States,303-863-7414,http://www.newmont.com
144,Mr. Brian C. Tabolt,"VP, Controller & Chief Accounting Officer",N/A,N/A,1981,Newmont Corporation,NGT.TO,Basic Materials,Gold,"14,300","6900 East Layton Avenue Suite 700 Denver, CO 80237",United States,303-863-7414,http://www.newmont.com
145,Mr. Dean R. Gehring,Exec. VP & CTO,N/A,N/A,1969,Newmont Corporation,NGT.TO,Basic Materials,Gold,"14,300","6900 East Layton Avenue Suite 700 Denver, CO 80237",United States,303-863-7414,http://www.newmont.com
146,Mr. Luis Maximo Canepari,VP & Chief Information Officer,N/A,N/A,N/A,Newmont Corporation,NGT.TO,Basic Materials,Gold,"14,300","6900 East Layton Avenue Suite 700 Denver, CO 80237",United States,303-863-7414,http://www.newmont.com
147,Ms. Nancy  Lipson,Exec. VP & Gen. Counsel,N/A,N/A,1971,Newmont Corporation,NGT.TO,Basic Materials,Gold,"14,300","6900 East Layton Avenue Suite 700 Denver, CO 80237",United States,303-863-7414,http://www.newmont.com
148,Mr. Scott E. Sullivan,Chief Integrity & Compliance Officer,N/A,N/A,N/A,Newmont Corporation,NGT.TO,Basic Materials,Gold,"14,300","6900 East Layton Avenue Suite 700 Denver, CO 80237",United States,303-863-7414,http://www.newmont.com
149,Ms. Jennifer  Cmil,Exec. VP of HR,N/A,N/A,1971,Newmont Corporation,NGT.TO,Basic Materials,Gold,"14,300","6900 East Layton Avenue Suite 700 Denver, CO 80237",United States,303-863-7414,http://www.newmont.com
150,Mr. Alain  Bouchard,Co-Founder & Exec. Chairman,2.26M,N/A,1949,Alimentation Couche-Tard Inc.,ATD-B.TO,Consumer Defensive,Grocery Stores,"124,000","4204 Industriel Boulevard Laval, QC H7L 0E3",Canada,450 662 6632,http://corpo.couche-tard.com
151,Mr. Brian P. Hannasch,"Pres, CEO & Director",5.1M,N/A,1967,Alimentation Couche-Tard Inc.,ATD-B.TO,Consumer Defensive,Grocery Stores,"124,000","4204 Industriel Boulevard Laval, QC H7L 0E3",Canada,450 662 6632,http://corpo.couche-tard.com
152,Mr. Jacques  D'Amours,Co-Founder & Corp. Director,145k,N/A,1957,Alimentation Couche-Tard Inc.,ATD-B.TO,Consumer Defensive,Grocery Stores,"124,000","4204 Industriel Boulevard Laval, QC H7L 0E3",Canada,450 662 6632,http://corpo.couche-tard.com
153,Mr. Richard  Fortin,Co-Founder & Corp. Director,220k,N/A,1949,Alimentation Couche-Tard Inc.,ATD-B.TO,Consumer Defensive,Grocery Stores,"124,000","4204 Industriel Boulevard Laval, QC H7L 0E3",Canada,450 662 6632,http://corpo.couche-tard.com
154,Mr. Real  Plourde P.Eng.,Co-Founder & Corp. Director,220k,N/A,1951,Alimentation Couche-Tard Inc.,ATD-B.TO,Consumer Defensive,Grocery Stores,"124,000","4204 Industriel Boulevard Laval, QC H7L 0E3",Canada,450 662 6632,http://corpo.couche-tard.com
155,"Mr. Claude  Tessier B.A., CPA, CPA, CA",Chief Financial Officer,1.37M,N/A,1964,Alimentation Couche-Tard Inc.,ATD-B.TO,Consumer Defensive,Grocery Stores,"124,000","4204 Industriel Boulevard Laval, QC H7L 0E3",Canada,450 662 6632,http://corpo.couche-tard.com
156,Mr. Kevin Andrew Lewis,Chief Marketing Officer,1.42M,N/A,1971,Alimentation Couche-Tard Inc.,ATD-B.TO,Consumer Defensive,Grocery Stores,"124,000","4204 Industriel Boulevard Laval, QC H7L 0E3",Canada,450 662 6632,http://corpo.couche-tard.com
157,Mr. Timothy Alexander Miller,Exec. VP of Operations - North America & Global Commercial Optimization,2.12M,N/A,1973,Alimentation Couche-Tard Inc.,ATD-B.TO,Consumer Defensive,Grocery Stores,"124,000","4204 Industriel Boulevard Laval, QC H7L 0E3",Canada,450 662 6632,http://corpo.couche-tard.com
158,Ms. Deborah L. Hall Lefevre,Chief Technology Officer,N/A,N/A,1968,Alimentation Couche-Tard Inc.,ATD-B.TO,Consumer Defensive,Grocery Stores,"124,000","4204 Industriel Boulevard Laval, QC H7L 0E3",Canada,450 662 6632,http://corpo.couche-tard.com
159,Jean Marc Ayas,Mang. of Investor Relations,N/A,N/A,N/A,Alimentation Couche-Tard Inc.,ATD-B.TO,Consumer Defensive,Grocery Stores,"124,000","4204 Industriel Boulevard Laval, QC H7L 0E3",Canada,450 662 6632,http://corpo.couche-tard.com
160,Mr. Mayo M. Schmidt,"Pres, CEO & Director",442k,N/A,1958,Nutrien Ltd.,NTR,Basic Materials,Agricultural Inputs,"23,100","122 â 1st Avenue South Suite 500 Saskatoon, SK S7K 7G3",Canada,306 933 8500,http://www.nutrien.com
161,Mr. Pedro  Farah,Exec. VP & CFO,1.68M,N/A,N/A,Nutrien Ltd.,NTR,Basic Materials,Agricultural Inputs,"23,100","122 â 1st Avenue South Suite 500 Saskatoon, SK S7K 7G3",Canada,306 933 8500,http://www.nutrien.com
162,Mr. Raef M. Sully,Exec. VP and CEO of Phosphate & Nitrogen,1.36M,N/A,1967,Nutrien Ltd.,NTR,Basic Materials,Agricultural Inputs,"23,100","122 â 1st Avenue South Suite 500 Saskatoon, SK S7K 7G3",Canada,306 933 8500,http://www.nutrien.com
163,Mr. Kenneth A. Seitz,Exec. VP & CEO of Potash,1.32M,N/A,1970,Nutrien Ltd.,NTR,Basic Materials,Agricultural Inputs,"23,100","122 â 1st Avenue South Suite 500 Saskatoon, SK S7K 7G3",Canada,306 933 8500,http://www.nutrien.com
164,Mr. Brent D. Poohkay,Exec. VP & Chief Information Officer,N/A,N/A,1970,Nutrien Ltd.,NTR,Basic Materials,Agricultural Inputs,"23,100","122 â 1st Avenue South Suite 500 Saskatoon, SK S7K 7G3",Canada,306 933 8500,http://www.nutrien.com
165,Mr. Michael R. Webb,Exec. VP and Chief HR & Admin. Officer,N/A,N/A,N/A,Nutrien Ltd.,NTR,Basic Materials,Agricultural Inputs,"23,100","122 â 1st Avenue South Suite 500 Saskatoon, SK S7K 7G3",Canada,306 933 8500,http://www.nutrien.com
166,Mr. Richard  Downey,VP of Investor & Corp. Relations,N/A,N/A,N/A,Nutrien Ltd.,NTR,Basic Materials,Agricultural Inputs,"23,100","122 â 1st Avenue South Suite 500 Saskatoon, SK S7K 7G3",Canada,306 933 8500,http://www.nutrien.com
167,Ms. Noralee M. Bradley,Exec. VP & Chief Legal Officer,N/A,N/A,N/A,Nutrien Ltd.,NTR,Basic Materials,Agricultural Inputs,"23,100","122 â 1st Avenue South Suite 500 Saskatoon, SK S7K 7G3",Canada,306 933 8500,http://www.nutrien.com
168,Megan  Fielding,VP of Brand & Culture Communications,N/A,N/A,N/A,Nutrien Ltd.,NTR,Basic Materials,Agricultural Inputs,"23,100","122 â 1st Avenue South Suite 500 Saskatoon, SK S7K 7G3",Canada,306 933 8500,http://www.nutrien.com
169,Dr. Stephen Francis Dowdle,Pres of PCS Sales,N/A,N/A,1951,Nutrien Ltd.,NTR,Basic Materials,Agricultural Inputs,"23,100","122 â 1st Avenue South Suite 500 Saskatoon, SK S7K 7G3",Canada,306 933 8500,http://www.nutrien.com
170,Mr. Rocco  Gori,"Pres, CEO & Director",4.31M,N/A,1970,Manulife Financial Corporation,MFC,Financial Services,Insurance—Life,"37,000","200 Bloor Street East NT 9 Toronto, ON M4W 1E5",Canada,416-926-3000,http://www.manulife.com
171,Mr. Philip James Witherington,Chief Financial Officer,1.95M,N/A,N/A,Manulife Financial Corporation,MFC,Financial Services,Insurance—Life,"37,000","200 Bloor Street East NT 9 Toronto, ON M4W 1E5",Canada,416-926-3000,http://www.manulife.com
172,"Mr. Scott Sears Hartz C.F.A., CFA",Chief Investment Officer,1.98M,124.84k,1961,Manulife Financial Corporation,MFC,Financial Services,Insurance—Life,"37,000","200 Bloor Street East NT 9 Toronto, ON M4W 1E5",Canada,416-926-3000,http://www.manulife.com
173,Ms. Marianne  Harrison,Pres & CEO of John Hancock,1.79M,65.89k,1964,Manulife Financial Corporation,MFC,Financial Services,Insurance—Life,"37,000","200 Bloor Street East NT 9 Toronto, ON M4W 1E5",Canada,416-926-3000,http://www.manulife.com
174,Mr. Anil  Wadhwani,CEO & Pres of Manulife Asia,2.21M,N/A,N/A,Manulife Financial Corporation,MFC,Financial Services,Insurance—Life,"37,000","200 Bloor Street East NT 9 Toronto, ON M4W 1E5",Canada,416-926-3000,http://www.manulife.com
175,Mr. Rahul Madhav Joshi,Chief Operations Officer,N/A,N/A,N/A,Manulife Financial Corporation,MFC,Financial Services,Insurance—Life,"37,000","200 Bloor Street East NT 9 Toronto, ON M4W 1E5",Canada,416-926-3000,http://www.manulife.com
176,Ms. Lynda D. Sullivan,Exec. VP & Chief Accounting Officer,N/A,N/A,N/A,Manulife Financial Corporation,MFC,Financial Services,Insurance—Life,"37,000","200 Bloor Street East NT 9 Toronto, ON M4W 1E5",Canada,416-926-3000,http://www.manulife.com
177,Mr. Shamus  Edward Weiland,Chief Information Officer,N/A,N/A,N/A,Manulife Financial Corporation,MFC,Financial Services,Insurance—Life,"37,000","200 Bloor Street East NT 9 Toronto, ON M4W 1E5",Canada,416-926-3000,http://www.manulife.com
178,"Ms. Adrienne  O'Neill C.A., C.F.A., CPA",Head of Investor Relations,N/A,N/A,N/A,Manulife Financial Corporation,MFC,Financial Services,Insurance—Life,"37,000","200 Bloor Street East NT 9 Toronto, ON M4W 1E5",Canada,416-926-3000,http://www.manulife.com
179,Mr. James David Gallagher,Gen. Counsel,N/A,N/A,N/A,Manulife Financial Corporation,MFC,Financial Services,Insurance—Life,"37,000","200 Bloor Street East NT 9 Toronto, ON M4W 1E5",Canada,416-926-3000,http://www.manulife.com
180,Ms. Kimberly S. Lody,"Pres, CEO & Director",1.38M,N/A,1966,Capital Senior Living Corporation,CSU,Healthcare,Medical Care Facilities,"2,404","14160 Dallas Parkway Suite 300 Dallas, TX 75254",United States,972 770 5600,http://www.capitalsenior.com
181,Mr. Brandon M. Ribar,Exec. VP & COO,663k,N/A,1981,Capital Senior Living Corporation,CSU,Healthcare,Medical Care Facilities,"2,404","14160 Dallas Parkway Suite 300 Dallas, TX 75254",United States,972 770 5600,http://www.capitalsenior.com
182,Mr. David R. Brickman,"Sr. VP, Gen. Counsel & Sec.",798.6k,N/A,1959,Capital Senior Living Corporation,CSU,Healthcare,Medical Care Facilities,"2,404","14160 Dallas Parkway Suite 300 Dallas, TX 75254",United States,972 770 5600,http://www.capitalsenior.com
183,Ms. Tiffany L. Dutton,Sr. VP of Fin. & Accounting,N/A,N/A,1981,Capital Senior Living Corporation,CSU,Healthcare,Medical Care Facilities,"2,404","14160 Dallas Parkway Suite 300 Dallas, TX 75254",United States,972 770 5600,http://www.capitalsenior.com
